source_dataset,image_id,label,split_purpose,dog_id,origin_class,was_adjudicated,soft_A,soft_N,soft_H,sample_weight,n_class_votes,row_idx
Devzohaib,Devz_09033,H,cross_dataset_main,,happy,False,,,,0.4204,,13533
Devzohaib,Devz_09034,H,cross_dataset_main,,happy,False,,,,0.5219,,13534
Devzohaib,Devz_09035,H,cross_dataset_main,,happy,False,,,,0.7283,,13535
Devzohaib,Devz_09036,H,cross_dataset_main,,happy,False,,,,0.5856,,13536
Devzohaib,Devz_09037,H,cross_dataset_main,,happy,False,,,,0.5924,,13537
Devzohaib,Devz_09038,H,cross_dataset_main,,happy,False,,,,0.9324,,13538
Devzohaib,Devz_09039,H,cross_dataset_main,,happy,False,,,,0.8284,,13539
Devzohaib,Devz_09040,H,cross_dataset_main,,happy,False,,,,0.5231,,13540
Devzohaib,Devz_09041,H,cross_dataset_main,,happy,False,,,,0.8967,,13541
Devzohaib,Devz_09042,H,cross_dataset_main,,happy,False,,,,0.7029,,13542
Devzohaib,Devz_09043,H,cross_dataset_main,,happy,False,,,,0.8207,,13543
Devzohaib,Devz_09044,H,cross_dataset_main,,happy,False,,,,0.6696,,13544
Devzohaib,Devz_09045,H,cross_dataset_main,,happy,False,,,,0.7186,,13545
Devzohaib,Devz_09046,H,cross_dataset_main,,happy,False,,,,0.6632,,13546
Devzohaib,Devz_09047,H,cross_dataset_main,,happy,False,,,,0.7367,,13547
Devzohaib,Devz_09048,H,cross_dataset_main,,happy,False,,,,0.8981,,13548
Devzohaib,Devz_09049,H,cross_dataset_main,,happy,False,,,,0.7842,,13549
Devzohaib,Devz_09050,H,cross_dataset_main,,happy,False,,,,0.548,,13550
Devzohaib,Devz_09051,H,cross_dataset_main,,happy,False,,,,0.8816,,13551
Devzohaib,Devz_09052,H,cross_dataset_main,,happy,False,,,,0.828,,13552
Devzohaib,Devz_09053,H,cross_dataset_main,,happy,False,,,,0.7537,,13553
Devzohaib,Devz_09054,H,cross_dataset_main,,happy,False,,,,0.8161,,13554
Devzohaib,Devz_09055,H,cross_dataset_main,,happy,False,,,,0.8025,,13555
Devzohaib,Devz_09056,H,cross_dataset_main,,happy,False,,,,0.7863,,13556
Devzohaib,Devz_09057,H,cross_dataset_main,,happy,False,,,,0.6476,,13557
Devzohaib,Devz_09058,H,cross_dataset_main,,happy,False,,,,0.9171,,13558
Devzohaib,Devz_09059,H,cross_dataset_main,,happy,False,,,,0.8338,,13559
Devzohaib,Devz_09060,H,cross_dataset_main,,happy,False,,,,0.8081,,13560
Devzohaib,Devz_09061,H,cross_dataset_main,,happy,False,,,,0.9036,,13561
Devzohaib,Devz_09062,H,cross_dataset_main,,happy,False,,,,0.4079,,13562
Devzohaib,Devz_09063,H,cross_dataset_main,,happy,False,,,,0.8838,,13563
Devzohaib,Devz_09064,H,cross_dataset_main,,happy,False,,,,0.8139,,13564
Devzohaib,Devz_09065,H,cross_dataset_main,,happy,False,,,,0.8263,,13565
Devzohaib,Devz_09066,H,cross_dataset_main,,happy,False,,,,0.8191,,13566
Devzohaib,Devz_09067,H,cross_dataset_main,,happy,False,,,,0.5513,,13567
Devzohaib,Devz_09068,H,cross_dataset_main,,happy,False,,,,0.8532,,13568
Devzohaib,Devz_09069,H,cross_dataset_main,,happy,False,,,,0.4734,,13569
Devzohaib,Devz_09070,H,cross_dataset_main,,happy,False,,,,0.867,,13570
Devzohaib,Devz_09071,H,cross_dataset_main,,happy,False,,,,0.9101,,13571
Devzohaib,Devz_09072,H,cross_dataset_main,,happy,False,,,,0.8508,,13572
Devzohaib,Devz_09073,H,cross_dataset_main,,happy,False,,,,0.5913,,13573
Devzohaib,Devz_09074,H,cross_dataset_main,,happy,False,,,,0.9227,,13574
Devzohaib,Devz_09075,H,cross_dataset_main,,happy,False,,,,0.7576,,13575
Devzohaib,Devz_09076,H,cross_dataset_main,,happy,False,,,,0.8222,,13576
Devzohaib,Devz_09077,H,cross_dataset_main,,happy,False,,,,0.7579,,13577
Devzohaib,Devz_09078,H,cross_dataset_main,,happy,False,,,,0.4856,,13578
Devzohaib,Devz_09079,H,cross_dataset_main,,happy,False,,,,0.8051,,13579
Devzohaib,Devz_09080,H,cross_dataset_main,,happy,False,,,,0.6537,,13580
Devzohaib,Devz_09081,H,cross_dataset_main,,happy,False,,,,0.8656,,13581
Devzohaib,Devz_09082,H,cross_dataset_main,,happy,False,,,,0.6915,,13582
Devzohaib,Devz_09083,H,cross_dataset_main,,happy,False,,,,0.7598,,13583
Devzohaib,Devz_09084,H,cross_dataset_main,,happy,False,,,,0.7804,,13584
Devzohaib,Devz_09085,H,cross_dataset_main,,happy,False,,,,0.901,,13585
Devzohaib,Devz_09086,H,cross_dataset_main,,happy,False,,,,0.4884,,13586
Devzohaib,Devz_09087,H,cross_dataset_main,,happy,False,,,,0.8512,,13587
Devzohaib,Devz_09088,H,cross_dataset_main,,happy,False,,,,0.8757,,13588
Devzohaib,Devz_09089,H,cross_dataset_main,,happy,False,,,,0.9064,,13589
Devzohaib,Devz_09090,H,cross_dataset_main,,happy,False,,,,0.8201,,13590
Devzohaib,Devz_09091,H,cross_dataset_main,,happy,False,,,,0.7214,,13591
Devzohaib,Devz_09092,H,cross_dataset_main,,happy,False,,,,0.804,,13592
Devzohaib,Devz_09093,H,cross_dataset_main,,happy,False,,,,0.8848,,13593
Devzohaib,Devz_09094,H,cross_dataset_main,,happy,False,,,,0.7496,,13594
Devzohaib,Devz_09095,H,cross_dataset_main,,happy,False,,,,0.8419,,13595
Devzohaib,Devz_09096,H,cross_dataset_main,,happy,False,,,,0.6736,,13596
Devzohaib,Devz_09097,H,cross_dataset_main,,happy,False,,,,0.9287,,13597
Devzohaib,Devz_09098,H,cross_dataset_main,,happy,False,,,,0.8514,,13598
Devzohaib,Devz_09099,H,cross_dataset_main,,happy,False,,,,0.7474,,13599
Devzohaib,Devz_09100,H,cross_dataset_main,,happy,False,,,,0.8743,,13600
Devzohaib,Devz_09101,H,cross_dataset_main,,happy,False,,,,0.9185,,13601
Devzohaib,Devz_09102,H,cross_dataset_main,,happy,False,,,,0.5816,,13602
Devzohaib,Devz_09103,H,cross_dataset_main,,happy,False,,,,0.6467,,13603
Devzohaib,Devz_09104,H,cross_dataset_main,,happy,False,,,,0.6614,,13604
Devzohaib,Devz_09105,H,cross_dataset_main,,happy,False,,,,0.8768,,13605
Devzohaib,Devz_09106,H,cross_dataset_main,,happy,False,,,,0.8455,,13606
Devzohaib,Devz_09107,H,cross_dataset_main,,happy,False,,,,0.8076,,13607
Devzohaib,Devz_09108,H,cross_dataset_main,,happy,False,,,,0.539,,13608
Devzohaib,Devz_09109,H,cross_dataset_main,,happy,False,,,,0.6674,,13609
Devzohaib,Devz_09110,H,cross_dataset_main,,happy,False,,,,0.5908,,13610
Devzohaib,Devz_09111,H,cross_dataset_main,,happy,False,,,,0.8168,,13611
Devzohaib,Devz_09112,H,cross_dataset_main,,happy,False,,,,0.8376,,13612
Devzohaib,Devz_09113,H,cross_dataset_main,,happy,False,,,,0.7262,,13613
Devzohaib,Devz_09114,H,cross_dataset_main,,happy,False,,,,0.768,,13614
Devzohaib,Devz_09115,H,cross_dataset_main,,happy,False,,,,0.448,,13615
Devzohaib,Devz_09116,H,cross_dataset_main,,happy,False,,,,0.8205,,13616
Devzohaib,Devz_09117,H,cross_dataset_main,,happy,False,,,,0.8527,,13617
Devzohaib,Devz_09118,H,cross_dataset_main,,happy,False,,,,0.8884,,13618
Devzohaib,Devz_09119,H,cross_dataset_main,,happy,False,,,,0.7971,,13619
Devzohaib,Devz_09120,H,cross_dataset_main,,happy,False,,,,0.8816,,13620
Devzohaib,Devz_09121,H,cross_dataset_main,,happy,False,,,,0.5908,,13621
Devzohaib,Devz_09122,H,cross_dataset_main,,happy,False,,,,0.6934,,13622
Devzohaib,Devz_09123,H,cross_dataset_main,,happy,False,,,,0.8859,,13623
Devzohaib,Devz_09124,H,cross_dataset_main,,happy,False,,,,0.8041,,13624
Devzohaib,Devz_09125,H,cross_dataset_main,,happy,False,,,,0.9191,,13625
Devzohaib,Devz_09126,H,cross_dataset_main,,happy,False,,,,0.9088,,13626
Devzohaib,Devz_09127,H,cross_dataset_main,,happy,False,,,,0.9206,,13627
Devzohaib,Devz_09128,H,cross_dataset_main,,happy,False,,,,0.4925,,13628
Devzohaib,Devz_09129,H,cross_dataset_main,,happy,False,,,,0.7946,,13629
Devzohaib,Devz_09130,H,cross_dataset_main,,happy,False,,,,0.7903,,13630
Devzohaib,Devz_09131,H,cross_dataset_main,,happy,False,,,,0.6221,,13631
Devzohaib,Devz_09132,H,cross_dataset_main,,happy,False,,,,0.5205,,13632
Devzohaib,Devz_09133,H,cross_dataset_main,,happy,False,,,,0.8106,,13633
Devzohaib,Devz_09134,H,cross_dataset_main,,happy,False,,,,0.826,,13634
Devzohaib,Devz_09135,H,cross_dataset_main,,happy,False,,,,0.5998,,13635
Devzohaib,Devz_09136,H,cross_dataset_main,,happy,False,,,,0.7161,,13636
Devzohaib,Devz_09137,H,cross_dataset_main,,happy,False,,,,0.8687,,13637
Devzohaib,Devz_09138,H,cross_dataset_main,,happy,False,,,,0.8976,,13638
Devzohaib,Devz_09139,H,cross_dataset_main,,happy,False,,,,0.9215,,13639
Devzohaib,Devz_09140,H,cross_dataset_main,,happy,False,,,,0.6534,,13640
Devzohaib,Devz_09141,H,cross_dataset_main,,happy,False,,,,0.7333,,13641
Devzohaib,Devz_09142,H,cross_dataset_main,,happy,False,,,,0.8972,,13642
Devzohaib,Devz_09143,H,cross_dataset_main,,happy,False,,,,0.9143,,13643
Devzohaib,Devz_09144,H,cross_dataset_main,,happy,False,,,,0.5412,,13644
Devzohaib,Devz_09145,H,cross_dataset_main,,happy,False,,,,0.9246,,13645
Devzohaib,Devz_09146,H,cross_dataset_main,,happy,False,,,,0.7053,,13646
Devzohaib,Devz_09147,H,cross_dataset_main,,happy,False,,,,0.8237,,13647
Devzohaib,Devz_09148,H,cross_dataset_main,,happy,False,,,,0.6788,,13648
Devzohaib,Devz_09149,H,cross_dataset_main,,happy,False,,,,0.8094,,13649
Devzohaib,Devz_09150,H,cross_dataset_main,,happy,False,,,,0.9354,,13650
Devzohaib,Devz_09151,H,cross_dataset_main,,happy,False,,,,0.8504,,13651
Devzohaib,Devz_09152,H,cross_dataset_main,,happy,False,,,,0.8668,,13652
Devzohaib,Devz_09153,H,cross_dataset_main,,happy,False,,,,0.8847,,13653
Devzohaib,Devz_09154,H,cross_dataset_main,,happy,False,,,,0.5126,,13654
Devzohaib,Devz_09155,H,cross_dataset_main,,happy,False,,,,0.6886,,13655
Devzohaib,Devz_09156,H,cross_dataset_main,,happy,False,,,,0.4748,,13656
Devzohaib,Devz_09157,H,cross_dataset_main,,happy,False,,,,0.8093,,13657
Devzohaib,Devz_09158,H,cross_dataset_main,,happy,False,,,,0.7239,,13658
Devzohaib,Devz_09159,H,cross_dataset_main,,happy,False,,,,0.769,,13659
Devzohaib,Devz_09160,H,cross_dataset_main,,happy,False,,,,0.867,,13660
Devzohaib,Devz_09161,H,cross_dataset_main,,happy,False,,,,0.7654,,13661
Devzohaib,Devz_09162,H,cross_dataset_main,,happy,False,,,,0.5109,,13662
Devzohaib,Devz_09163,H,cross_dataset_main,,happy,False,,,,0.8664,,13663
Devzohaib,Devz_09164,H,cross_dataset_main,,happy,False,,,,0.8783,,13664
Devzohaib,Devz_09165,H,cross_dataset_main,,happy,False,,,,0.746,,13665
Devzohaib,Devz_09166,H,cross_dataset_main,,happy,False,,,,0.849,,13666
Devzohaib,Devz_09167,H,cross_dataset_main,,happy,False,,,,0.8619,,13667
Devzohaib,Devz_09168,H,cross_dataset_main,,happy,False,,,,0.9081,,13668
Devzohaib,Devz_09169,H,cross_dataset_main,,happy,False,,,,0.6339,,13669
Devzohaib,Devz_09170,H,cross_dataset_main,,happy,False,,,,0.403,,13670
Devzohaib,Devz_09171,H,cross_dataset_main,,happy,False,,,,0.4241,,13671
Devzohaib,Devz_09172,H,cross_dataset_main,,happy,False,,,,0.8899,,13672
Devzohaib,Devz_09173,H,cross_dataset_main,,happy,False,,,,0.8745,,13673
Devzohaib,Devz_09174,H,cross_dataset_main,,happy,False,,,,0.742,,13674
Devzohaib,Devz_09175,H,cross_dataset_main,,happy,False,,,,0.6906,,13675
Devzohaib,Devz_09176,H,cross_dataset_main,,happy,False,,,,0.607,,13676
Devzohaib,Devz_09177,H,cross_dataset_main,,happy,False,,,,0.8914,,13677
Devzohaib,Devz_09178,H,cross_dataset_main,,happy,False,,,,0.7712,,13678
Devzohaib,Devz_09179,H,cross_dataset_main,,happy,False,,,,0.9262,,13679
Devzohaib,Devz_09180,H,cross_dataset_main,,happy,False,,,,0.6065,,13680
Devzohaib,Devz_09181,H,cross_dataset_main,,happy,False,,,,0.513,,13681
Devzohaib,Devz_09182,H,cross_dataset_main,,happy,False,,,,0.819,,13682
Devzohaib,Devz_09183,H,cross_dataset_main,,happy,False,,,,0.8127,,13683
Devzohaib,Devz_09184,H,cross_dataset_main,,happy,False,,,,0.5786,,13684
Devzohaib,Devz_09185,H,cross_dataset_main,,happy,False,,,,0.4592,,13685
Devzohaib,Devz_09186,H,cross_dataset_main,,happy,False,,,,0.8009,,13686
Devzohaib,Devz_09187,H,cross_dataset_main,,happy,False,,,,0.8672,,13687
Devzohaib,Devz_09188,H,cross_dataset_main,,happy,False,,,,0.7513,,13688
Devzohaib,Devz_09189,H,cross_dataset_main,,happy,False,,,,0.8219,,13689
Devzohaib,Devz_09190,H,cross_dataset_main,,happy,False,,,,0.7682,,13690
Devzohaib,Devz_09191,H,cross_dataset_main,,happy,False,,,,0.6185,,13691
Devzohaib,Devz_09192,H,cross_dataset_main,,happy,False,,,,0.6338,,13692
Devzohaib,Devz_09193,H,cross_dataset_main,,happy,False,,,,0.7304,,13693
Devzohaib,Devz_09194,H,cross_dataset_main,,happy,False,,,,0.8217,,13694
Devzohaib,Devz_09195,H,cross_dataset_main,,happy,False,,,,0.6611,,13695
Devzohaib,Devz_09196,H,cross_dataset_main,,happy,False,,,,0.8208,,13696
Devzohaib,Devz_09197,H,cross_dataset_main,,happy,False,,,,0.5192,,13697
Devzohaib,Devz_09198,H,cross_dataset_main,,happy,False,,,,0.8611,,13698
Devzohaib,Devz_09199,H,cross_dataset_main,,happy,False,,,,0.8273,,13699
Devzohaib,Devz_09200,H,cross_dataset_main,,happy,False,,,,0.8333,,13700
Devzohaib,Devz_09201,H,cross_dataset_main,,happy,False,,,,0.7943,,13701
Devzohaib,Devz_09202,H,cross_dataset_main,,happy,False,,,,0.7068,,13702
Devzohaib,Devz_09203,H,cross_dataset_main,,happy,False,,,,0.835,,13703
Devzohaib,Devz_09204,H,cross_dataset_main,,happy,False,,,,0.8095,,13704
Devzohaib,Devz_09205,H,cross_dataset_main,,happy,False,,,,0.5306,,13705
Devzohaib,Devz_09206,H,cross_dataset_main,,happy,False,,,,0.8362,,13706
Devzohaib,Devz_09207,H,cross_dataset_main,,happy,False,,,,0.8766,,13707
Devzohaib,Devz_09208,H,cross_dataset_main,,happy,False,,,,0.5863,,13708
Devzohaib,Devz_09209,H,cross_dataset_main,,happy,False,,,,0.876,,13709
Devzohaib,Devz_09210,H,cross_dataset_main,,happy,False,,,,0.8593,,13710
Devzohaib,Devz_09211,H,cross_dataset_main,,happy,False,,,,0.8433,,13711
Devzohaib,Devz_09212,H,cross_dataset_main,,happy,False,,,,0.9185,,13712
Devzohaib,Devz_09213,H,cross_dataset_main,,happy,False,,,,0.7132,,13713
Devzohaib,Devz_09214,H,cross_dataset_main,,happy,False,,,,0.8129,,13714
Devzohaib,Devz_09215,H,cross_dataset_main,,happy,False,,,,0.8155,,13715
Devzohaib,Devz_09216,H,cross_dataset_main,,happy,False,,,,0.8987,,13716
Devzohaib,Devz_09217,H,cross_dataset_main,,happy,False,,,,0.8956,,13717
Devzohaib,Devz_09218,H,cross_dataset_main,,happy,False,,,,0.8417,,13718
Devzohaib,Devz_09219,H,cross_dataset_main,,happy,False,,,,0.8888,,13719
Devzohaib,Devz_09220,H,cross_dataset_main,,happy,False,,,,0.7548,,13720
Devzohaib,Devz_09221,H,cross_dataset_main,,happy,False,,,,0.7388,,13721
Devzohaib,Devz_09222,H,cross_dataset_main,,happy,False,,,,0.9274,,13722
Devzohaib,Devz_09223,H,cross_dataset_main,,happy,False,,,,0.7439,,13723
Devzohaib,Devz_09224,H,cross_dataset_main,,happy,False,,,,0.7689,,13724
Devzohaib,Devz_09225,H,cross_dataset_main,,happy,False,,,,0.8299,,13725
Devzohaib,Devz_09226,H,cross_dataset_main,,happy,False,,,,0.7735,,13726
Devzohaib,Devz_09227,H,cross_dataset_main,,happy,False,,,,0.7122,,13727
Devzohaib,Devz_09228,H,cross_dataset_main,,happy,False,,,,0.7351,,13728
Devzohaib,Devz_09229,H,cross_dataset_main,,happy,False,,,,0.8393,,13729
Devzohaib,Devz_09230,H,cross_dataset_main,,happy,False,,,,0.8198,,13730
Devzohaib,Devz_09231,H,cross_dataset_main,,happy,False,,,,0.914,,13731
Devzohaib,Devz_09232,H,cross_dataset_main,,happy,False,,,,0.6538,,13732
Devzohaib,Devz_09233,H,cross_dataset_main,,happy,False,,,,0.5669,,13733
Devzohaib,Devz_09234,H,cross_dataset_main,,happy,False,,,,0.8955,,13734
Devzohaib,Devz_09235,H,cross_dataset_main,,happy,False,,,,0.4126,,13735
Devzohaib,Devz_09236,H,cross_dataset_main,,happy,False,,,,0.8223,,13736
Devzohaib,Devz_09237,H,cross_dataset_main,,happy,False,,,,0.6687,,13737
Devzohaib,Devz_09238,H,cross_dataset_main,,happy,False,,,,0.8736,,13738
Devzohaib,Devz_09239,H,cross_dataset_main,,happy,False,,,,0.8203,,13739
Devzohaib,Devz_09240,H,cross_dataset_main,,happy,False,,,,0.6554,,13740
Devzohaib,Devz_09241,H,cross_dataset_main,,happy,False,,,,0.5088,,13741
Devzohaib,Devz_09242,H,cross_dataset_main,,happy,False,,,,0.827,,13742
Devzohaib,Devz_09243,H,cross_dataset_main,,happy,False,,,,0.8902,,13743
Devzohaib,Devz_09244,H,cross_dataset_main,,happy,False,,,,0.876,,13744
Devzohaib,Devz_09245,H,cross_dataset_main,,happy,False,,,,0.6557,,13745
Devzohaib,Devz_09246,H,cross_dataset_main,,happy,False,,,,0.7462,,13746
Devzohaib,Devz_09247,H,cross_dataset_main,,happy,False,,,,0.6618,,13747
Devzohaib,Devz_09248,H,cross_dataset_main,,happy,False,,,,0.7206,,13748
Devzohaib,Devz_09249,H,cross_dataset_main,,happy,False,,,,0.4346,,13749
Devzohaib,Devz_09250,H,cross_dataset_main,,happy,False,,,,0.7,,13750
Devzohaib,Devz_09251,H,cross_dataset_main,,happy,False,,,,0.923,,13751
Devzohaib,Devz_09252,H,cross_dataset_main,,happy,False,,,,0.8846,,13752
Devzohaib,Devz_09253,H,cross_dataset_main,,happy,False,,,,0.7351,,13753
Devzohaib,Devz_09254,H,cross_dataset_main,,happy,False,,,,0.8529,,13754
Devzohaib,Devz_09255,H,cross_dataset_main,,happy,False,,,,0.9064,,13755
Devzohaib,Devz_09256,H,cross_dataset_main,,happy,False,,,,0.4263,,13756
Devzohaib,Devz_09257,H,cross_dataset_main,,happy,False,,,,0.4812,,13757
Devzohaib,Devz_09258,H,cross_dataset_main,,happy,False,,,,0.8469,,13758
Devzohaib,Devz_09259,H,cross_dataset_main,,happy,False,,,,0.9042,,13759
Devzohaib,Devz_09260,H,cross_dataset_main,,happy,False,,,,0.5588,,13760
Devzohaib,Devz_09261,H,cross_dataset_main,,happy,False,,,,0.7546,,13761
Devzohaib,Devz_09262,H,cross_dataset_main,,happy,False,,,,0.6367,,13762
Devzohaib,Devz_09263,H,cross_dataset_main,,happy,False,,,,0.4846,,13763
Devzohaib,Devz_09264,H,cross_dataset_main,,happy,False,,,,0.6239,,13764
Devzohaib,Devz_09265,H,cross_dataset_main,,happy,False,,,,0.7117,,13765
Devzohaib,Devz_09266,H,cross_dataset_main,,happy,False,,,,0.8478,,13766
Devzohaib,Devz_09267,H,cross_dataset_main,,happy,False,,,,0.4761,,13767
Devzohaib,Devz_09268,H,cross_dataset_main,,happy,False,,,,0.6904,,13768
Devzohaib,Devz_09269,H,cross_dataset_main,,happy,False,,,,0.5884,,13769
Devzohaib,Devz_09270,H,cross_dataset_main,,happy,False,,,,0.8525,,13770
Devzohaib,Devz_09271,H,cross_dataset_main,,happy,False,,,,0.852,,13771
Devzohaib,Devz_09272,H,cross_dataset_main,,happy,False,,,,0.7478,,13772
Devzohaib,Devz_09273,H,cross_dataset_main,,happy,False,,,,0.8123,,13773
Devzohaib,Devz_09274,H,cross_dataset_main,,happy,False,,,,0.7241,,13774
Devzohaib,Devz_09275,H,cross_dataset_main,,happy,False,,,,0.8817,,13775
Devzohaib,Devz_09276,H,cross_dataset_main,,happy,False,,,,0.916,,13776
Devzohaib,Devz_09277,H,cross_dataset_main,,happy,False,,,,0.837,,13777
Devzohaib,Devz_09278,H,cross_dataset_main,,happy,False,,,,0.802,,13778
Devzohaib,Devz_09279,H,cross_dataset_main,,happy,False,,,,0.5902,,13779
Devzohaib,Devz_09280,H,cross_dataset_main,,happy,False,,,,0.9024,,13780
Devzohaib,Devz_09281,H,cross_dataset_main,,happy,False,,,,0.9153,,13781
Devzohaib,Devz_09282,H,cross_dataset_main,,happy,False,,,,0.7032,,13782
Devzohaib,Devz_09283,H,cross_dataset_main,,happy,False,,,,0.9027,,13783
Devzohaib,Devz_09284,H,cross_dataset_main,,happy,False,,,,0.802,,13784
Devzohaib,Devz_09285,H,cross_dataset_main,,happy,False,,,,0.7595,,13785
Devzohaib,Devz_09286,H,cross_dataset_main,,happy,False,,,,0.8557,,13786
Devzohaib,Devz_09287,H,cross_dataset_main,,happy,False,,,,0.7239,,13787
Devzohaib,Devz_09288,H,cross_dataset_main,,happy,False,,,,0.8589,,13788
Devzohaib,Devz_09289,H,cross_dataset_main,,happy,False,,,,0.6625,,13789
Devzohaib,Devz_09290,H,cross_dataset_main,,happy,False,,,,0.8097,,13790
Devzohaib,Devz_09291,H,cross_dataset_main,,happy,False,,,,0.78,,13791
Devzohaib,Devz_09292,H,cross_dataset_main,,happy,False,,,,0.7316,,13792
Devzohaib,Devz_09293,H,cross_dataset_main,,happy,False,,,,0.8922,,13793
Devzohaib,Devz_09294,H,cross_dataset_main,,happy,False,,,,0.8119,,13794
Devzohaib,Devz_09295,H,cross_dataset_main,,happy,False,,,,0.8094,,13795
Devzohaib,Devz_09296,H,cross_dataset_main,,happy,False,,,,0.8305,,13796
Devzohaib,Devz_09297,H,cross_dataset_main,,happy,False,,,,0.7965,,13797
Devzohaib,Devz_09298,H,cross_dataset_main,,happy,False,,,,0.8892,,13798
Devzohaib,Devz_09299,H,cross_dataset_main,,happy,False,,,,0.8368,,13799
Devzohaib,Devz_09300,H,cross_dataset_main,,happy,False,,,,0.7514,,13800
Devzohaib,Devz_09301,H,cross_dataset_main,,happy,False,,,,0.8316,,13801
Devzohaib,Devz_09302,H,cross_dataset_main,,happy,False,,,,0.4209,,13802
Devzohaib,Devz_09303,H,cross_dataset_main,,happy,False,,,,0.7886,,13803
Devzohaib,Devz_09304,H,cross_dataset_main,,happy,False,,,,0.7571,,13804
Devzohaib,Devz_09305,H,cross_dataset_main,,happy,False,,,,0.8657,,13805
Devzohaib,Devz_09306,H,cross_dataset_main,,happy,False,,,,0.8159,,13806
Devzohaib,Devz_09307,H,cross_dataset_main,,happy,False,,,,0.796,,13807
Devzohaib,Devz_09308,H,cross_dataset_main,,happy,False,,,,0.8211,,13808
Devzohaib,Devz_09309,H,cross_dataset_main,,happy,False,,,,0.8188,,13809
Devzohaib,Devz_09310,H,cross_dataset_main,,happy,False,,,,0.8929,,13810
Devzohaib,Devz_09311,H,cross_dataset_main,,happy,False,,,,0.6773,,13811
Devzohaib,Devz_09312,H,cross_dataset_main,,happy,False,,,,0.9213,,13812
Devzohaib,Devz_09313,H,cross_dataset_main,,happy,False,,,,0.6505,,13813
Devzohaib,Devz_09314,H,cross_dataset_main,,happy,False,,,,0.9266,,13814
Devzohaib,Devz_09315,H,cross_dataset_main,,happy,False,,,,0.6248,,13815
Devzohaib,Devz_09316,H,cross_dataset_main,,happy,False,,,,0.7234,,13816
Devzohaib,Devz_09317,H,cross_dataset_main,,happy,False,,,,0.8958,,13817
Devzohaib,Devz_09318,H,cross_dataset_main,,happy,False,,,,0.8939,,13818
Devzohaib,Devz_09319,H,cross_dataset_main,,happy,False,,,,0.4063,,13819
Devzohaib,Devz_09320,H,cross_dataset_main,,happy,False,,,,0.7945,,13820
Devzohaib,Devz_09321,H,cross_dataset_main,,happy,False,,,,0.7347,,13821
Devzohaib,Devz_09322,H,cross_dataset_main,,happy,False,,,,0.8288,,13822
Devzohaib,Devz_09323,H,cross_dataset_main,,happy,False,,,,0.8403,,13823
Devzohaib,Devz_09324,H,cross_dataset_main,,happy,False,,,,0.4623,,13824
Devzohaib,Devz_09325,H,cross_dataset_main,,happy,False,,,,0.5425,,13825
Devzohaib,Devz_09326,H,cross_dataset_main,,happy,False,,,,0.5657,,13826
Devzohaib,Devz_09327,H,cross_dataset_main,,happy,False,,,,0.719,,13827
Devzohaib,Devz_09328,H,cross_dataset_main,,happy,False,,,,0.7441,,13828
Devzohaib,Devz_09329,H,cross_dataset_main,,happy,False,,,,0.5202,,13829
Devzohaib,Devz_09330,H,cross_dataset_main,,happy,False,,,,0.7913,,13830
Devzohaib,Devz_09331,H,cross_dataset_main,,happy,False,,,,0.8009,,13831
Devzohaib,Devz_09332,H,cross_dataset_main,,happy,False,,,,0.4368,,13832
Devzohaib,Devz_09333,H,cross_dataset_main,,happy,False,,,,0.7623,,13833
Devzohaib,Devz_09334,H,cross_dataset_main,,happy,False,,,,0.5662,,13834
Devzohaib,Devz_09335,H,cross_dataset_main,,happy,False,,,,0.6865,,13835
Devzohaib,Devz_09336,H,cross_dataset_main,,happy,False,,,,0.561,,13836
Devzohaib,Devz_09337,H,cross_dataset_main,,happy,False,,,,0.7433,,13837
Devzohaib,Devz_09338,H,cross_dataset_main,,happy,False,,,,0.784,,13838
Devzohaib,Devz_09339,H,cross_dataset_main,,happy,False,,,,0.8798,,13839
Devzohaib,Devz_09340,H,cross_dataset_main,,happy,False,,,,0.6348,,13840
Devzohaib,Devz_09341,H,cross_dataset_main,,happy,False,,,,0.7519,,13841
Devzohaib,Devz_09342,H,cross_dataset_main,,happy,False,,,,0.5736,,13842
Devzohaib,Devz_09343,H,cross_dataset_main,,happy,False,,,,0.6901,,13843
Devzohaib,Devz_09344,H,cross_dataset_main,,happy,False,,,,0.9299,,13844
Devzohaib,Devz_09345,H,cross_dataset_main,,happy,False,,,,0.6716,,13845
Devzohaib,Devz_09346,H,cross_dataset_main,,happy,False,,,,0.645,,13846
Devzohaib,Devz_09347,H,cross_dataset_main,,happy,False,,,,0.7837,,13847
Devzohaib,Devz_09348,H,cross_dataset_main,,happy,False,,,,0.8391,,13848
Devzohaib,Devz_09349,H,cross_dataset_main,,happy,False,,,,0.7589,,13849
Devzohaib,Devz_09350,H,cross_dataset_main,,happy,False,,,,0.6135,,13850
Devzohaib,Devz_09351,H,cross_dataset_main,,happy,False,,,,0.9339,,13851
Devzohaib,Devz_09352,H,cross_dataset_main,,happy,False,,,,0.772,,13852
Devzohaib,Devz_09353,H,cross_dataset_main,,happy,False,,,,0.8011,,13853
Devzohaib,Devz_09354,H,cross_dataset_main,,happy,False,,,,0.683,,13854
Devzohaib,Devz_09355,H,cross_dataset_main,,happy,False,,,,0.5998,,13855
Devzohaib,Devz_09356,H,cross_dataset_main,,happy,False,,,,0.916,,13856
